TIME	INTERVALO	Nivel Tanque 2
144.000	1.000	-7.942057
145.000	1.000	-7.942057
146.000	1.000	-7.942057
147.000	1.000	-7.940455
148.000	1.000	-7.940455
149.000	1.000	-7.922856
150.000	1.000	-7.979537
151.000	1.000	-7.811100
152.000	1.000	-7.811100
153.000	1.000	-7.811100
154.000	1.000	-7.972454
155.000	1.000	-7.931771
156.000	1.000	-7.945251
157.000	1.000	-7.945251
158.000	1.000	-7.940455
159.000	1.000	-7.962398
160.000	1.000	-7.942057
161.000	1.000	-7.942057
162.000	1.000	-7.930635
163.000	1.000	-7.962398
164.000	1.000	-7.951653
165.000	1.000	-7.951653
166.000	1.000	-7.951653
167.000	1.000	-7.951653
168.000	1.000	-7.930635
169.000	1.000	-7.951653
170.000	1.000	-7.951653
171.000	1.000	-7.951653
172.000	1.000	-7.933825
173.000	1.000	-7.933825
174.000	1.000	-7.745057
175.000	1.000	-8.049929
176.000	1.000	-8.049929
177.000	1.000	-7.952800
178.000	1.000	-7.952800
179.000	1.000	-7.962174
180.000	1.000	-7.957826
181.000	1.000	-7.962174
182.000	1.000	-7.962174
183.000	1.000	-7.951653
184.000	1.000	-7.962398
185.000	1.000	-7.940455
186.000	1.000	-7.940455
187.000	1.000	-7.930635
188.000	1.000	-7.930635
189.000	1.000	-7.950735
190.000	1.000	-7.950735
191.000	1.000	-7.940455
192.000	1.000	-7.940002
193.000	1.000	-7.940455
194.000	1.000	-7.940455
195.000	1.000	-7.940455
196.000	1.000	-7.968794
197.000	1.000	-7.951653
198.000	1.000	-7.951653
199.000	1.000	-7.962174
200.000	1.000	-7.962174
201.000	1.000	-7.929258
202.000	1.000	-7.951653
203.000	1.000	-7.951653
204.000	1.000	-7.951653
205.000	1.000	-7.952800
206.000	1.000	-7.952800
207.000	1.000	-7.952800
208.000	1.000	-7.950735
209.000	1.000	-7.951653
210.000	1.000	-7.951653
211.000	1.000	-7.951653
212.000	1.000	-7.962398
213.000	1.000	-7.955767
214.000	1.000	-7.940455
215.000	1.000	-7.940455
216.000	1.000	-7.994395
217.000	1.000	-7.930635
218.000	1.000	-7.974054
219.000	1.000	-7.974054
220.000	1.000	-7.951653
221.000	1.000	-7.951653
222.000	1.000	-7.952800
223.000	1.000	-7.952800
224.000	1.000	-7.952800
225.000	1.000	-7.962398
226.000	1.000	-7.919662
227.000	1.000	-7.919662
228.000	1.000	-7.929258
229.000	1.000	-7.930635
230.000	1.000	-7.962174
231.000	1.000	-7.962174
232.000	1.000	-7.951653
233.000	1.000	-7.940455
234.000	1.000	-7.942057
235.000	1.000	-7.942057
236.000	1.000	-7.942057
237.000	1.000	-7.920574
238.000	1.000	-7.929258
239.000	1.000	-7.906634
240.000	1.000	-7.906634
241.000	1.000	-7.920574
242.000	1.000	-7.887434
243.000	1.000	-7.918291
244.000	1.000	-7.918291
245.000	1.000	-7.920574
246.000	1.000	-7.920574
247.000	1.000	-7.929258
248.000	1.000	-7.919662
249.000	1.000	-7.919662
250.000	1.000	-7.919662
251.000	1.000	-7.936802
252.000	1.000	-7.936802
253.000	1.000	-7.930635
254.000	1.000	-7.918291
255.000	1.000	-7.940455
256.000	1.000	-7.940455
257.000	1.000	-7.909600
258.000	1.000	-7.909600
259.000	1.000	-7.918291
260.000	1.000	-7.906634
261.000	1.000	-7.906634
262.000	1.000	-7.919662
263.000	1.000	-7.919662
264.000	1.000	-7.906634
265.000	1.000	-7.906634
266.000	1.000	-7.896802
267.000	1.000	-7.919662
268.000	1.000	-7.919662
269.000	1.000	-7.919662
270.000	1.000	-7.919662
271.000	1.000	-7.908235
272.000	1.000	-7.929258
273.000	1.000	-7.929258
274.000	1.000	-7.929258
275.000	1.000	-7.929258
276.000	1.000	-7.896802
277.000	1.000	-7.896802
278.000	1.000	-7.940002
279.000	1.000	-7.918291
280.000	1.000	-7.940002
281.000	1.000	-7.940002
282.000	1.000	-7.940002
283.000	1.000	-7.940002
284.000	1.000	-7.917608
285.000	1.000	-7.940002
286.000	1.000	-7.940002
287.000	1.000	-7.950735
288.000	1.000	-7.940455
289.000	1.000	-7.945946
290.000	1.000	-7.945946
291.000	1.000	-7.940002
292.000	1.000	-7.950735
293.000	1.000	-7.950735
294.000	1.000	-7.940002
295.000	1.000	-7.940002
296.000	1.000	-7.946629
297.000	1.000	-7.929258
298.000	1.000	-7.929258
299.000	1.000	-7.950735
300.000	1.000	-7.940002
301.000	1.000	-7.929258
302.000	1.000	-7.929258
303.000	1.000	-7.940002
304.000	1.000	-7.940002
305.000	1.000	-7.935884
306.000	1.000	-7.950735
307.000	1.000	-7.950735
308.000	1.000	-7.900920
309.000	1.000	-7.940002
310.000	1.000	-7.929258
311.000	1.000	-7.929258
312.000	1.000	-7.946629
313.000	1.000	-7.950735
314.000	1.000	-8.008794
315.000	1.000	-8.008794
316.000	1.000	-8.008794
317.000	1.000	-6.586841
318.000	1.000	-4.406836
319.000	1.000	-4.406836
320.000	1.000	-2.571014
321.000	1.000	-0.569956
322.000	1.000	1.759964
323.000	1.000	1.759964
324.000	1.000	4.474738
325.000	1.000	7.243451
326.000	1.000	9.581602
327.000	1.000	9.581602
328.000	1.000	9.581602
329.000	1.000	11.274588
330.000	1.000	13.362941
331.000	1.000	15.364236
332.000	1.000	15.364236
333.000	1.000	16.753044
334.000	1.000	18.503399
335.000	1.000	18.997490
336.000	1.000	18.997490
337.000	1.000	20.478401
338.000	1.000	21.712040
339.000	1.000	21.712040
340.000	1.000	22.312630
341.000	1.000	22.312630
342.000	1.000	23.377153
343.000	1.000	24.225933
344.000	1.000	24.225933
345.000	1.000	25.060541
346.000	1.000	26.006678
347.000	1.000	26.689316
348.000	1.000	26.689316
349.000	1.000	27.764576
350.000	1.000	28.340031
351.000	1.000	28.340031
352.000	1.000	29.202976
353.000	1.000	29.202976
354.000	1.000	29.773403
355.000	1.000	30.623329
356.000	1.000	31.140503
357.000	1.000	31.140503
358.000	1.000	31.598255
359.000	1.000	32.602444
360.000	1.000	33.149788
361.000	1.000	33.149788
362.000	1.000	33.708328
363.000	1.000	33.708328
364.000	1.000	34.261383
365.000	1.000	34.261383
366.000	1.000	34.973274
367.000	1.000	35.401779
368.000	1.000	35.862732
369.000	1.000	35.862732
370.000	1.000	36.481609
371.000	1.000	37.075344
372.000	1.000	37.768726
373.000	1.000	37.768726
374.000	1.000	37.768726
375.000	1.000	38.066502
376.000	1.000	38.515121
377.000	1.000	39.094913
378.000	1.000	39.094913
379.000	1.000	39.506962
380.000	1.000	40.043564
381.000	1.000	40.043564
382.000	1.000	40.478012
383.000	1.000	40.869263
384.000	1.000	41.311707
385.000	1.000	41.311707
386.000	1.000	41.311707
387.000	1.000	41.790493
388.000	1.000	42.216022
389.000	1.000	42.519974
390.000	1.000	42.519974
391.000	1.000	43.224094
392.000	1.000	43.601639
393.000	1.000	43.949013
394.000	1.000	43.949013
395.000	1.000	44.000206
396.000	1.000	44.615646
397.000	1.000	44.615646
398.000	1.000	44.615646
399.000	1.000	44.860867
400.000	1.000	45.417126
401.000	1.000	45.671715
402.000	1.000	45.671715
403.000	1.000	45.850651
404.000	1.000	46.323498
405.000	1.000	46.655102
406.000	1.000	46.655102
407.000	1.000	47.058468
408.000	1.000	47.156506
409.000	1.000	47.156506
410.000	1.000	47.366989
411.000	1.000	47.366989
412.000	1.000	47.774010
413.000	1.000	48.168694
414.000	1.000	48.168694
415.000	1.000	48.575024
416.000	1.000	48.702328
417.000	1.000	49.045811
418.000	1.000	49.045811
419.000	1.000	49.246922
420.000	1.000	49.589500
421.000	1.000	49.589500
422.000	1.000	49.769127
423.000	1.000	49.769127
424.000	1.000	50.080849
425.000	1.000	50.408566
426.000	1.000	50.622482
427.000	1.000	50.622482
428.000	1.000	51.093494
429.000	1.000	51.229240
430.000	1.000	51.585300
431.000	1.000	51.585300
432.000	1.000	51.690422
433.000	1.000	51.690422
434.000	1.000	51.882858
435.000	1.000	51.882858
436.000	1.000	52.266788
437.000	1.000	52.363003
438.000	1.000	52.567322
439.000	1.000	52.567322
440.000	1.000	52.971828
441.000	1.000	53.004963
442.000	1.000	53.334278
443.000	1.000	53.334278
444.000	1.000	53.334278
445.000	1.000	53.527855
446.000	1.000	53.844601
447.000	1.000	54.049145
448.000	1.000	54.049145
449.000	1.000	54.197918
450.000	1.000	54.380978
451.000	1.000	54.550320
452.000	1.000	54.550320
453.000	1.000	54.727894
454.000	1.000	55.084633
455.000	1.000	55.084633
456.000	1.000	55.084633
457.000	1.000	55.062927
458.000	1.000	55.309975
459.000	1.000	55.361164
460.000	1.000	55.361164
461.000	1.000	55.448235
462.000	1.000	55.501251
463.000	1.000	55.543083
464.000	1.000	55.543083
465.000	1.000	55.681343
466.000	1.000	55.694366
467.000	1.000	55.649574
468.000	1.000	55.649574
469.000	1.000	55.649574
470.000	1.000	55.682720
471.000	1.000	55.691399
472.000	1.000	55.682720
473.000	1.000	55.682720
474.000	1.000	55.511547
475.000	1.000	55.393387
476.000	1.000	55.393387
477.000	1.000	55.349957
478.000	1.000	55.009224
479.000	1.000	55.009224
480.000	1.000	55.062016
481.000	1.000	55.062016
482.000	1.000	54.934025
483.000	1.000	54.765598
484.000	1.000	54.561287
485.000	1.000	54.561287
486.000	1.000	54.333435
487.000	1.000	54.177349
488.000	1.000	54.177349
489.000	1.000	54.135300
490.000	1.000	53.781761
491.000	1.000	53.781761
492.000	1.000	53.570133
493.000	1.000	53.570133
494.000	1.000	53.588867
495.000	1.000	53.463631
496.000	1.000	53.236927
497.000	1.000	53.236927
498.000	1.000	53.141624
499.000	1.000	52.930458
500.000	1.000	52.865555
501.000	1.000	52.865555
502.000	1.000	52.522976
503.000	1.000	52.522976
504.000	1.000	52.607536
505.000	1.000	52.414650
506.000	1.000	52.414650
507.000	1.000	52.193893
508.000	1.000	52.095848
509.000	1.000	52.095848
510.000	1.000	52.075733
511.000	1.000	51.894962
512.000	1.000	51.863426
513.000	1.000	51.863426
514.000	1.000	51.863426
515.000	1.000	51.851547
516.000	1.000	51.615917
517.000	1.000	51.551247
518.000	1.000	51.551247
519.000	1.000	51.520393
520.000	1.000	51.488400
521.000	1.000	51.466000
522.000	1.000	51.466000
523.000	1.000	51.402466
524.000	1.000	51.231979
525.000	1.000	51.231979
526.000	1.000	51.231979
527.000	1.000	51.251865
528.000	1.000	51.179649
529.000	1.000	51.081379
530.000	1.000	51.081379
531.000	1.000	50.965965
532.000	1.000	50.954311
533.000	1.000	51.005959
534.000	1.000	51.005959
535.000	1.000	50.954990
536.000	1.000	50.878895
537.000	1.000	50.878895
538.000	1.000	50.891472
539.000	1.000	50.891472
540.000	1.000	50.827248
541.000	1.000	50.709320
542.000	1.000	50.709545
543.000	1.000	50.709545
544.000	1.000	50.805080
545.000	1.000	50.794334
546.000	1.000	50.794334
547.000	1.000	50.772625
548.000	1.000	50.558708
549.000	1.000	50.558708
550.000	1.000	50.516891
551.000	1.000	50.516891
552.000	1.000	50.668186
553.000	1.000	50.603058
554.000	1.000	50.633450
555.000	1.000	50.633450
556.000	1.000	50.432796
557.000	1.000	50.506615
558.000	1.000	50.454735
559.000	1.000	50.454735
560.000	1.000	50.474846
561.000	1.000	50.474846
562.000	1.000	50.485355
563.000	1.000	50.484211
564.000	1.000	50.484211
565.000	1.000	50.379093
566.000	1.000	50.441479
567.000	1.000	50.441479
568.000	1.000	50.317383
569.000	1.000	50.325840
570.000	1.000	50.323097
571.000	1.000	50.323097
572.000	1.000	50.323097
573.000	1.000	50.335442
574.000	1.000	50.379543
575.000	1.000	50.346870
576.000	1.000	50.346870
577.000	1.000	50.272362
578.000	1.000	50.367893
579.000	1.000	50.325840
580.000	1.000	50.325840
581.000	1.000	50.240135
582.000	1.000	50.292927
583.000	1.000	50.378181
584.000	1.000	50.378181
585.000	1.000	50.378181
586.000	1.000	50.240593
587.000	1.000	50.271446
588.000	1.000	50.271446
589.000	1.000	50.272137
590.000	1.000	50.303673
591.000	1.000	50.305496
592.000	1.000	50.305496
593.000	1.000	50.313725
594.000	1.000	50.156265
595.000	1.000	50.187801
596.000	1.000	50.187801
597.000	1.000	50.187801
598.000	1.000	50.229401
599.000	1.000	50.346409
600.000	1.000	50.271217
601.000	1.000	50.271217
602.000	1.000	50.250648
603.000	1.000	50.236481
604.000	1.000	50.236481
605.000	1.000	50.206314
606.000	1.000	50.291328
607.000	1.000	50.291328
608.000	1.000	50.154434
609.000	1.000	50.154434
610.000	1.000	50.130444
611.000	1.000	50.241959
612.000	1.000	50.269394
613.000	1.000	50.269394
614.000	1.000	50.272823
615.000	1.000	50.177979
616.000	1.000	50.188263
617.000	1.000	50.188263
618.000	1.000	50.068050
619.000	1.000	50.068050
620.000	1.000	50.375893
621.000	1.000	50.101650
622.000	1.000	50.101650
623.000	1.000	50.197174
624.000	1.000	50.123817
625.000	1.000	50.123817
626.000	1.000	50.252480
627.000	1.000	50.143234
628.000	1.000	50.100731
629.000	1.000	50.100731
630.000	1.000	50.229401
631.000	1.000	50.229401
632.000	1.000	50.122444
633.000	1.000	50.132954
634.000	1.000	50.132954
635.000	1.000	50.230312
636.000	1.000	50.239216
637.000	1.000	50.132500
638.000	1.000	50.132500
639.000	1.000	50.274189
640.000	1.000	50.303673
641.000	1.000	50.303673
642.000	1.000	50.303673
643.000	1.000	50.196720
644.000	1.000	50.123360
645.000	1.000	50.123360
646.000	1.000	50.123360
647.000	1.000	50.187576
648.000	1.000	50.065994
649.000	1.000	50.154896
650.000	1.000	50.154896
651.000	1.000	50.242878
652.000	1.000	50.198090
653.000	1.000	50.134323
654.000	1.000	50.134323
655.000	1.000	50.134323
656.000	1.000	50.240368
657.000	1.000	50.177063
658.000	1.000	50.198769
659.000	1.000	50.198769
660.000	1.000	50.196941
661.000	1.000	50.035370
662.000	1.000	50.177521
663.000	1.000	50.177521
664.000	1.000	50.156490
665.000	1.000	50.081760
666.000	1.000	50.081760
667.000	1.000	50.081760
668.000	1.000	50.091129
669.000	1.000	49.994465
670.000	1.000	50.047939
671.000	1.000	50.047939
672.000	1.000	50.177746
673.000	1.000	50.122665
674.000	1.000	50.152378
675.000	1.000	50.152378
676.000	1.000	50.079929
677.000	1.000	50.079929
678.000	1.000	50.177521
679.000	1.000	50.005424
680.000	1.000	50.005424
681.000	1.000	50.231682
682.000	1.000	49.996296
683.000	1.000	49.898251
684.000	1.000	49.898251
685.000	1.000	49.963608
686.000	1.000	50.101650
687.000	1.000	50.101650
688.000	1.000	50.112160
689.000	1.000	50.112160
690.000	1.000	49.994919
691.000	1.000	50.078339
692.000	1.000	50.078339
693.000	1.000	49.833797
694.000	1.000	50.045879
695.000	1.000	49.953098
696.000	1.000	49.953098
697.000	1.000	49.929325
698.000	1.000	50.007492
699.000	1.000	50.046795
700.000	1.000	50.046795
701.000	1.000	50.046795
702.000	1.000	49.930016
703.000	1.000	50.132954
704.000	1.000	49.779411
705.000	1.000	49.779411
706.000	1.000	49.961098
707.000	1.000	50.047939
708.000	1.000	50.047939
709.000	1.000	49.953331
710.000	1.000	49.972294
711.000	1.000	50.015259
712.000	1.000	50.015259
713.000	1.000	50.015259
714.000	1.000	49.900074
715.000	1.000	49.962013
716.000	1.000	49.880196
717.000	1.000	49.880196
718.000	1.000	49.930244
719.000	1.000	49.954926
720.000	1.000	50.059826
721.000	1.000	50.059826
722.000	1.000	50.016403
723.000	1.000	49.996059
724.000	1.000	49.996059
725.000	1.000	50.045879
726.000	1.000	50.045879
727.000	1.000	49.984177
728.000	1.000	50.081081
729.000	1.000	50.015259
730.000	1.000	50.015259
731.000	1.000	50.015717
732.000	1.000	50.039707
733.000	1.000	50.039707
734.000	1.000	50.047939
735.000	1.000	49.962925
736.000	1.000	49.962925
737.000	1.000	50.026226
738.000	1.000	50.026226
739.000	1.000	50.026226
740.000	1.000	49.845226
741.000	1.000	50.069420
742.000	1.000	50.069420
743.000	1.000	50.113075
744.000	1.000	50.005424
745.000	1.000	50.048618
746.000	1.000	50.048618
747.000	1.000	50.048618
748.000	1.000	50.156265
749.000	1.000	50.017315
750.000	1.000	50.017315
751.000	1.000	49.921329
752.000	1.000	50.163345
753.000	1.000	50.208138
754.000	1.000	50.208138
755.000	1.000	50.048618
756.000	1.000	50.102322
757.000	1.000	50.017315
758.000	1.000	50.017315
759.000	1.000	50.017315
760.000	1.000	49.984859
761.000	1.000	50.091129
762.000	1.000	50.004749
763.000	1.000	50.004749
764.000	1.000	49.984177
765.000	1.000	50.007034
766.000	1.000	50.007034
767.000	1.000	49.931610
768.000	1.000	49.971603
769.000	1.000	49.899620
770.000	1.000	49.899620
771.000	1.000	49.899620
772.000	1.000	50.144386
773.000	1.000	49.909676
774.000	1.000	49.909676
775.000	1.000	49.909676
776.000	1.000	50.081081
777.000	1.000	49.962925
778.000	1.000	50.028290
779.000	1.000	50.028290
780.000	1.000	49.941902
781.000	1.000	50.027378
782.000	1.000	50.027378
783.000	1.000	49.975266
784.000	1.000	49.975266
785.000	1.000	49.835400
786.000	1.000	50.090675
787.000	1.000	49.927502
788.000	1.000	49.927502
789.000	1.000	50.007034
790.000	1.000	50.080162
791.000	1.000	50.080162
792.000	1.000	49.984177
793.000	1.000	49.900990
794.000	1.000	49.900990
795.000	1.000	49.910362
796.000	1.000	49.910362
797.000	1.000	49.973209
798.000	1.000	50.070797
799.000	1.000	49.866249
800.000	1.000	49.866249
801.000	1.000	49.953331
802.000	1.000	50.029202
803.000	1.000	50.047256
804.000	1.000	50.047256
805.000	1.000	50.060963
806.000	1.000	50.060963
807.000	1.000	50.146896
808.000	1.000	50.146896
809.000	1.000	50.036514
810.000	1.000	50.090904
811.000	1.000	49.962467
812.000	1.000	49.962467
813.000	1.000	50.135010
814.000	1.000	49.962696
815.000	1.000	50.026684
816.000	1.000	50.026684
817.000	1.000	50.026684
818.000	1.000	50.080162
819.000	1.000	50.156490
820.000	1.000	50.123360
821.000	1.000	50.123360
822.000	1.000	50.081760
823.000	1.000	50.156265
824.000	1.000	50.156265
825.000	1.000	50.039028
826.000	1.000	50.100731
827.000	1.000	50.017315
828.000	1.000	50.017315
829.000	1.000	50.017315
830.000	1.000	49.964066
831.000	1.000	50.123360
832.000	1.000	50.177288
833.000	1.000	50.177288
834.000	1.000	50.060963
835.000	1.000	50.090904
836.000	1.000	50.143467
837.000	1.000	50.143467
838.000	1.000	50.016403
839.000	1.000	49.972980
840.000	1.000	50.240368
841.000	1.000	50.240368
842.000	1.000	50.240368
843.000	1.000	50.058681
844.000	1.000	50.006573
845.000	1.000	49.997433
846.000	1.000	49.997433
847.000	1.000	50.101650
848.000	1.000	50.103241
