TIME	INTERVALO	Supervisão SP TQ2
121.000	1.000	30.000000
122.000	1.000	30.000000
123.000	1.000	30.000000
124.000	1.000	30.000000
125.000	1.000	30.000000
126.000	1.000	30.000000
127.000	1.000	30.000000
128.000	1.000	30.000000
129.000	1.000	30.000000
130.000	1.000	30.000000
131.000	1.000	30.000000
132.000	1.000	30.000000
133.000	1.000	30.000000
134.000	1.000	30.000000
135.000	1.000	30.000000
136.000	1.000	30.000000
137.000	1.000	30.000000
138.000	1.000	30.000000
139.000	1.000	30.000000
140.000	1.000	30.000000
141.000	1.000	30.000000
142.000	1.000	30.000000
143.000	1.000	30.000000
144.000	1.000	30.000000
145.000	1.000	30.000000
146.000	1.000	30.000000
147.000	1.000	30.000000
148.000	1.000	30.000000
149.000	1.000	30.000000
150.000	1.000	30.000000
151.000	1.000	30.000000
152.000	1.000	30.000000
153.000	1.000	30.000000
154.000	1.000	30.000000
155.000	1.000	30.000000
156.000	1.000	30.000000
157.000	1.000	30.000000
158.000	1.000	30.000000
159.000	1.000	30.000000
160.000	1.000	30.000000
161.000	1.000	30.000000
162.000	1.000	30.000000
163.000	1.000	30.000000
164.000	1.000	30.000000
165.000	1.000	30.000000
166.000	1.000	30.000000
167.000	1.000	30.000000
168.000	1.000	30.000000
169.000	1.000	30.000000
170.000	1.000	30.000000
171.000	1.000	30.000000
172.000	1.000	30.000000
173.000	1.000	30.000000
174.000	1.000	30.000000
175.000	1.000	30.000000
176.000	1.000	30.000000
177.000	1.000	30.000000
178.000	1.000	30.000000
179.000	1.000	30.000000
180.000	1.000	30.000000
181.000	1.000	30.000000
182.000	1.000	30.000000
183.000	1.000	30.000000
184.000	1.000	30.000000
185.000	1.000	30.000000
186.000	1.000	30.000000
187.000	1.000	30.000000
188.000	1.000	30.000000
189.000	1.000	30.000000
190.000	1.000	30.000000
191.000	1.000	30.000000
192.000	1.000	30.000000
193.000	1.000	30.000000
194.000	1.000	30.000000
195.000	1.000	30.000000
196.000	1.000	30.000000
197.000	1.000	30.000000
198.000	1.000	30.000000
199.000	1.000	30.000000
200.000	1.000	30.000000
201.000	1.000	30.000000
202.000	1.000	30.000000
203.000	1.000	30.000000
204.000	1.000	30.000000
205.000	1.000	30.000000
206.000	1.000	30.000000
207.000	1.000	30.000000
208.000	1.000	30.000000
209.000	1.000	30.000000
210.000	1.000	30.000000
211.000	1.000	30.000000
212.000	1.000	30.000000
213.000	1.000	30.000000
214.000	1.000	30.000000
215.000	1.000	30.000000
216.000	1.000	30.000000
217.000	1.000	30.000000
218.000	1.000	30.000000
219.000	1.000	30.000000
220.000	1.000	30.000000
221.000	1.000	30.000000
222.000	1.000	30.000000
223.000	1.000	30.000000
224.000	1.000	30.000000
225.000	1.000	30.000000
226.000	1.000	30.000000
227.000	1.000	30.000000
228.000	1.000	30.000000
229.000	1.000	30.000000
230.000	1.000	30.000000
231.000	1.000	30.000000
232.000	1.000	30.000000
233.000	1.000	30.000000
234.000	1.000	30.000000
235.000	1.000	30.000000
236.000	1.000	30.000000
237.000	1.000	30.000000
238.000	1.000	30.000000
239.000	1.000	30.000000
240.000	1.000	30.000000
241.000	1.000	30.000000
242.000	1.000	30.000000
243.000	1.000	30.000000
244.000	1.000	30.000000
245.000	1.000	30.000000
246.000	1.000	30.000000
247.000	1.000	30.000000
248.000	1.000	30.000000
249.000	1.000	30.000000
250.000	1.000	30.000000
251.000	1.000	30.000000
252.000	1.000	30.000000
253.000	1.000	30.000000
254.000	1.000	30.000000
255.000	1.000	30.000000
256.000	1.000	30.000000
257.000	1.000	30.000000
258.000	1.000	30.000000
259.000	1.000	30.000000
260.000	1.000	30.000000
261.000	1.000	30.000000
262.000	1.000	30.000000
263.000	1.000	30.000000
264.000	1.000	30.000000
265.000	1.000	30.000000
266.000	1.000	30.000000
267.000	1.000	30.000000
268.000	1.000	30.000000
269.000	1.000	30.000000
270.000	1.000	30.000000
271.000	1.000	30.000000
272.000	1.000	30.000000
273.000	1.000	30.000000
274.000	1.000	30.000000
275.000	1.000	30.000000
276.000	1.000	30.000000
277.000	1.000	30.000000
278.000	1.000	30.000000
279.000	1.000	30.000000
280.000	1.000	30.000000
281.000	1.000	30.000000
282.000	1.000	30.000000
283.000	1.000	30.000000
284.000	1.000	30.000000
285.000	1.000	30.000000
286.000	1.000	30.000000
287.000	1.000	30.000000
288.000	1.000	30.000000
289.000	1.000	30.000000
290.000	1.000	30.000000
291.000	1.000	30.000000
292.000	1.000	30.000000
293.000	1.000	30.000000
294.000	1.000	30.000000
295.000	1.000	30.000000
296.000	1.000	30.000000
297.000	1.000	30.000000
298.000	1.000	30.000000
299.000	1.000	30.000000
300.000	1.000	30.000000
301.000	1.000	30.000000
302.000	1.000	30.000000
303.000	1.000	30.000000
304.000	1.000	30.000000
305.000	1.000	30.000000
306.000	1.000	30.000000
307.000	1.000	30.000000
308.000	1.000	30.000000
309.000	1.000	30.000000
310.000	1.000	30.000000
311.000	1.000	30.000000
312.000	1.000	30.000000
313.000	1.000	30.000000
314.000	1.000	30.000000
315.000	1.000	30.000000
316.000	1.000	30.000000
317.000	1.000	30.000000
318.000	1.000	30.000000
319.000	1.000	30.000000
320.000	1.000	30.000000
321.000	1.000	30.000000
322.000	1.000	30.000000
323.000	1.000	30.000000
324.000	1.000	30.000000
325.000	1.000	30.000000
326.000	1.000	30.000000
327.000	1.000	30.000000
328.000	1.000	30.000000
329.000	1.000	30.000000
330.000	1.000	30.000000
331.000	1.000	30.000000
332.000	1.000	30.000000
333.000	1.000	30.000000
334.000	1.000	30.000000
335.000	1.000	30.000000
336.000	1.000	30.000000
337.000	1.000	30.000000
338.000	1.000	30.000000
339.000	1.000	30.000000
340.000	1.000	30.000000
341.000	1.000	30.000000
342.000	1.000	30.000000
343.000	1.000	30.000000
344.000	1.000	30.000000
345.000	1.000	30.000000
346.000	1.000	30.000000
347.000	1.000	30.000000
348.000	1.000	30.000000
349.000	1.000	30.000000
350.000	1.000	30.000000
351.000	1.000	30.000000
352.000	1.000	30.000000
353.000	1.000	30.000000
354.000	1.000	30.000000
355.000	1.000	30.000000
356.000	1.000	30.000000
357.000	1.000	30.000000
358.000	1.000	30.000000
359.000	1.000	30.000000
360.000	1.000	30.000000
361.000	1.000	30.000000
362.000	1.000	30.000000
363.000	1.000	30.000000
364.000	1.000	30.000000
365.000	1.000	30.000000
366.000	1.000	30.000000
367.000	1.000	30.000000
368.000	1.000	30.000000
369.000	1.000	30.000000
370.000	1.000	30.000000
371.000	1.000	30.000000
372.000	1.000	30.000000
373.000	1.000	30.000000
374.000	1.000	30.000000
375.000	1.000	30.000000
376.000	1.000	30.000000
377.000	1.000	30.000000
378.000	1.000	30.000000
379.000	1.000	30.000000
380.000	1.000	30.000000
381.000	1.000	30.000000
382.000	1.000	30.000000
383.000	1.000	30.000000
384.000	1.000	30.000000
385.000	1.000	30.000000
386.000	1.000	30.000000
387.000	1.000	30.000000
388.000	1.000	30.000000
389.000	1.000	30.000000
390.000	1.000	30.000000
391.000	1.000	30.000000
392.000	1.000	30.000000
393.000	1.000	30.000000
394.000	1.000	30.000000
395.000	1.000	30.000000
396.000	1.000	30.000000
397.000	1.000	30.000000
398.000	1.000	30.000000
399.000	1.000	30.000000
400.000	1.000	30.000000
401.000	1.000	30.000000
402.000	1.000	30.000000
403.000	1.000	30.000000
404.000	1.000	30.000000
405.000	1.000	30.000000
406.000	1.000	30.000000
407.000	1.000	30.000000
408.000	1.000	30.000000
409.000	1.000	30.000000
410.000	1.000	30.000000
411.000	1.000	30.000000
412.000	1.000	30.000000
413.000	1.000	30.000000
414.000	1.000	30.000000
415.000	1.000	30.000000
416.000	1.000	30.000000
417.000	1.000	30.000000
418.000	1.000	30.000000
419.000	1.000	30.000000
420.000	1.000	30.000000
421.000	1.000	30.000000
422.000	1.000	30.000000
423.000	1.000	30.000000
424.000	1.000	30.000000
425.000	1.000	30.000000
426.000	1.000	30.000000
427.000	1.000	30.000000
428.000	1.000	30.000000
429.000	1.000	30.000000
430.000	1.000	30.000000
431.000	1.000	30.000000
432.000	1.000	30.000000
433.000	1.000	30.000000
434.000	1.000	30.000000
435.000	1.000	30.000000
436.000	1.000	30.000000
437.000	1.000	30.000000
438.000	1.000	30.000000
439.000	1.000	30.000000
440.000	1.000	30.000000
441.000	1.000	30.000000
442.000	1.000	30.000000
443.000	1.000	30.000000
444.000	1.000	30.000000
445.000	1.000	30.000000
446.000	1.000	30.000000
447.000	1.000	30.000000
448.000	1.000	30.000000
449.000	1.000	30.000000
450.000	1.000	30.000000
451.000	1.000	30.000000
452.000	1.000	30.000000
453.000	1.000	30.000000
454.000	1.000	30.000000
455.000	1.000	30.000000
456.000	1.000	30.000000
457.000	1.000	30.000000
458.000	1.000	30.000000
459.000	1.000	30.000000
460.000	1.000	30.000000
461.000	1.000	30.000000
462.000	1.000	30.000000
463.000	1.000	30.000000
464.000	1.000	30.000000
465.000	1.000	30.000000
466.000	1.000	30.000000
467.000	1.000	30.000000
468.000	1.000	30.000000
469.000	1.000	30.000000
470.000	1.000	30.000000
471.000	1.000	30.000000
472.000	1.000	30.000000
473.000	1.000	30.000000
474.000	1.000	30.000000
475.000	1.000	30.000000
476.000	1.000	30.000000
477.000	1.000	30.000000
478.000	1.000	30.000000
479.000	1.000	30.000000
480.000	1.000	30.000000
481.000	1.000	30.000000
482.000	1.000	30.000000
483.000	1.000	30.000000
484.000	1.000	30.000000
485.000	1.000	30.000000
486.000	1.000	30.000000
487.000	1.000	30.000000
488.000	1.000	30.000000
489.000	1.000	30.000000
490.000	1.000	30.000000
491.000	1.000	30.000000
492.000	1.000	30.000000
493.000	1.000	30.000000
494.000	1.000	30.000000
495.000	1.000	30.000000
496.000	1.000	30.000000
497.000	1.000	30.000000
498.000	1.000	30.000000
499.000	1.000	30.000000
500.000	1.000	30.000000
501.000	1.000	30.000000
502.000	1.000	30.000000
503.000	1.000	30.000000
504.000	1.000	30.000000
505.000	1.000	30.000000
506.000	1.000	30.000000
507.000	1.000	30.000000
508.000	1.000	30.000000
509.000	1.000	30.000000
510.000	1.000	30.000000
511.000	1.000	30.000000
512.000	1.000	30.000000
513.000	1.000	30.000000
514.000	1.000	30.000000
515.000	1.000	30.000000
516.000	1.000	30.000000
517.000	1.000	30.000000
518.000	1.000	30.000000
519.000	1.000	30.000000
520.000	1.000	30.000000
521.000	1.000	30.000000
522.000	1.000	30.000000
523.000	1.000	30.000000
524.000	1.000	30.000000
525.000	1.000	30.000000
526.000	1.000	30.000000
527.000	1.000	30.000000
528.000	1.000	30.000000
529.000	1.000	30.000000
530.000	1.000	30.000000
531.000	1.000	30.000000
532.000	1.000	30.000000
533.000	1.000	30.000000
534.000	1.000	30.000000
535.000	1.000	30.000000
536.000	1.000	30.000000
537.000	1.000	30.000000
538.000	1.000	30.000000
539.000	1.000	30.000000
540.000	1.000	30.000000
541.000	1.000	30.000000
542.000	1.000	30.000000
543.000	1.000	30.000000
544.000	1.000	30.000000
545.000	1.000	30.000000
546.000	1.000	30.000000
547.000	1.000	30.000000
548.000	1.000	30.000000
549.000	1.000	30.000000
550.000	1.000	30.000000
551.000	1.000	30.000000
552.000	1.000	30.000000
553.000	1.000	30.000000
554.000	1.000	30.000000
555.000	1.000	30.000000
556.000	1.000	30.000000
557.000	1.000	30.000000
558.000	1.000	30.000000
559.000	1.000	30.000000
560.000	1.000	30.000000
561.000	1.000	30.000000
562.000	1.000	30.000000
563.000	1.000	30.000000
564.000	1.000	30.000000
565.000	1.000	30.000000
566.000	1.000	30.000000
567.000	1.000	30.000000
568.000	1.000	30.000000
569.000	1.000	30.000000
570.000	1.000	30.000000
571.000	1.000	30.000000
572.000	1.000	30.000000
573.000	1.000	30.000000
574.000	1.000	30.000000
575.000	1.000	30.000000
576.000	1.000	30.000000
577.000	1.000	30.000000
578.000	1.000	30.000000
579.000	1.000	30.000000
580.000	1.000	30.000000
581.000	1.000	30.000000
582.000	1.000	30.000000
583.000	1.000	30.000000
584.000	1.000	30.000000
585.000	1.000	30.000000
586.000	1.000	30.000000
587.000	1.000	30.000000
588.000	1.000	30.000000
589.000	1.000	30.000000
590.000	1.000	30.000000
591.000	1.000	30.000000
592.000	1.000	30.000000
593.000	1.000	30.000000
594.000	1.000	30.000000
595.000	1.000	30.000000
596.000	1.000	30.000000
597.000	1.000	30.000000
598.000	1.000	30.000000
599.000	1.000	30.000000
600.000	1.000	30.000000
601.000	1.000	30.000000
602.000	1.000	30.000000
603.000	1.000	30.000000
604.000	1.000	30.000000
605.000	1.000	30.000000
606.000	1.000	30.000000
607.000	1.000	30.000000
608.000	1.000	30.000000
609.000	1.000	30.000000
610.000	1.000	30.000000
611.000	1.000	30.000000
612.000	1.000	30.000000
613.000	1.000	30.000000
614.000	1.000	30.000000
615.000	1.000	30.000000
616.000	1.000	30.000000
617.000	1.000	30.000000
618.000	1.000	30.000000
619.000	1.000	30.000000
620.000	1.000	30.000000
621.000	1.000	30.000000
622.000	1.000	30.000000
623.000	1.000	30.000000
624.000	1.000	30.000000
625.000	1.000	30.000000
626.000	1.000	30.000000
627.000	1.000	30.000000
628.000	1.000	30.000000
629.000	1.000	30.000000
630.000	1.000	30.000000
631.000	1.000	30.000000
632.000	1.000	30.000000
633.000	1.000	30.000000
634.000	1.000	30.000000
635.000	1.000	30.000000
636.000	1.000	30.000000
637.000	1.000	30.000000
638.000	1.000	30.000000
639.000	1.000	30.000000
640.000	1.000	30.000000
641.000	1.000	30.000000
642.000	1.000	30.000000
643.000	1.000	30.000000
644.000	1.000	30.000000
645.000	1.000	30.000000
646.000	1.000	30.000000
647.000	1.000	30.000000
648.000	1.000	30.000000
649.000	1.000	30.000000
650.000	1.000	30.000000
651.000	1.000	30.000000
652.000	1.000	30.000000
653.000	1.000	30.000000
654.000	1.000	30.000000
655.000	1.000	30.000000
656.000	1.000	30.000000
657.000	1.000	30.000000
658.000	1.000	30.000000
659.000	1.000	30.000000
660.000	1.000	30.000000
661.000	1.000	30.000000
662.000	1.000	30.000000
663.000	1.000	30.000000
664.000	1.000	30.000000
665.000	1.000	30.000000
666.000	1.000	30.000000
667.000	1.000	30.000000
668.000	1.000	30.000000
669.000	1.000	30.000000
670.000	1.000	30.000000
671.000	1.000	30.000000
672.000	1.000	30.000000
673.000	1.000	30.000000
674.000	1.000	30.000000
675.000	1.000	30.000000
676.000	1.000	30.000000
677.000	1.000	30.000000
678.000	1.000	30.000000
679.000	1.000	30.000000
680.000	1.000	30.000000
681.000	1.000	30.000000
682.000	1.000	30.000000
683.000	1.000	30.000000
684.000	1.000	30.000000
685.000	1.000	30.000000
686.000	1.000	30.000000
687.000	1.000	30.000000
688.000	1.000	30.000000
689.000	1.000	30.000000
690.000	1.000	30.000000
691.000	1.000	30.000000
692.000	1.000	30.000000
693.000	1.000	30.000000
694.000	1.000	30.000000
695.000	1.000	30.000000
696.000	1.000	30.000000
697.000	1.000	30.000000
698.000	1.000	30.000000
699.000	1.000	30.000000
700.000	1.000	30.000000
701.000	1.000	30.000000
702.000	1.000	30.000000
703.000	1.000	30.000000
704.000	1.000	30.000000
705.000	1.000	30.000000
706.000	1.000	30.000000
707.000	1.000	30.000000
708.000	1.000	30.000000
709.000	1.000	30.000000
710.000	1.000	30.000000
711.000	1.000	30.000000
712.000	1.000	30.000000
713.000	1.000	30.000000
714.000	1.000	30.000000
715.000	1.000	30.000000
716.000	1.000	30.000000
717.000	1.000	30.000000
718.000	1.000	30.000000
719.000	1.000	30.000000
720.000	1.000	30.000000
721.000	1.000	30.000000
722.000	1.000	30.000000
723.000	1.000	30.000000
724.000	1.000	30.000000
725.000	1.000	30.000000
726.000	1.000	30.000000
727.000	1.000	30.000000
728.000	1.000	30.000000
729.000	1.000	30.000000
730.000	1.000	30.000000
731.000	1.000	30.000000
732.000	1.000	30.000000
733.000	1.000	30.000000
734.000	1.000	30.000000
735.000	1.000	30.000000
736.000	1.000	30.000000
737.000	1.000	30.000000
738.000	1.000	30.000000
739.000	1.000	30.000000
740.000	1.000	30.000000
741.000	1.000	30.000000
742.000	1.000	30.000000
743.000	1.000	30.000000
744.000	1.000	30.000000
745.000	1.000	30.000000
746.000	1.000	30.000000
747.000	1.000	30.000000
748.000	1.000	30.000000
749.000	1.000	30.000000
750.000	1.000	30.000000
751.000	1.000	30.000000
752.000	1.000	30.000000
753.000	1.000	30.000000
754.000	1.000	30.000000
755.000	1.000	30.000000
756.000	1.000	30.000000
757.000	1.000	30.000000
758.000	1.000	30.000000
759.000	1.000	30.000000
760.000	1.000	30.000000
761.000	1.000	30.000000
762.000	1.000	30.000000
763.000	1.000	30.000000
764.000	1.000	30.000000
765.000	1.000	30.000000
766.000	1.000	30.000000
767.000	1.000	30.000000
768.000	1.000	30.000000
769.000	1.000	30.000000
770.000	1.000	30.000000
771.000	1.000	30.000000
772.000	1.000	30.000000
773.000	1.000	30.000000
774.000	1.000	30.000000
775.000	1.000	30.000000
776.000	1.000	30.000000
777.000	1.000	30.000000
778.000	1.000	30.000000
779.000	1.000	30.000000
780.000	1.000	30.000000
781.000	1.000	30.000000
782.000	1.000	30.000000
783.000	1.000	30.000000
784.000	1.000	30.000000
785.000	1.000	30.000000
786.000	1.000	30.000000
787.000	1.000	30.000000
788.000	1.000	30.000000
789.000	1.000	30.000000
790.000	1.000	30.000000
791.000	1.000	30.000000
792.000	1.000	30.000000
793.000	1.000	30.000000
794.000	1.000	30.000000
795.000	1.000	30.000000
796.000	1.000	30.000000
797.000	1.000	30.000000
798.000	1.000	30.000000
799.000	1.000	30.000000
800.000	1.000	30.000000
801.000	1.000	30.000000
802.000	1.000	30.000000
803.000	1.000	30.000000
804.000	1.000	30.000000
805.000	1.000	30.000000
806.000	1.000	30.000000
807.000	1.000	30.000000
808.000	1.000	30.000000
809.000	1.000	30.000000
810.000	1.000	30.000000
811.000	1.000	30.000000
812.000	1.000	30.000000
813.000	1.000	30.000000
814.000	1.000	30.000000
815.000	1.000	30.000000
816.000	1.000	30.000000
817.000	1.000	30.000000
818.000	1.000	30.000000
819.000	1.000	30.000000
820.000	1.000	30.000000
821.000	1.000	30.000000
822.000	1.000	30.000000
823.000	1.000	30.000000
824.000	1.000	30.000000
825.000	1.000	30.000000
826.000	1.000	30.000000
827.000	1.000	30.000000
828.000	1.000	30.000000
829.000	1.000	30.000000
830.000	1.000	30.000000
831.000	1.000	30.000000
832.000	1.000	30.000000
833.000	1.000	30.000000
834.000	1.000	30.000000
835.000	1.000	30.000000
836.000	1.000	30.000000
837.000	1.000	30.000000
838.000	1.000	30.000000
839.000	1.000	30.000000
840.000	1.000	30.000000
841.000	1.000	30.000000
842.000	1.000	30.000000
843.000	1.000	30.000000
844.000	1.000	30.000000
845.000	1.000	30.000000
846.000	1.000	30.000000
847.000	1.000	30.000000
848.000	1.000	30.000000
849.000	1.000	30.000000
850.000	1.000	30.000000
851.000	1.000	30.000000
852.000	1.000	30.000000
853.000	1.000	30.000000
854.000	1.000	30.000000
855.000	1.000	30.000000
856.000	1.000	30.000000
857.000	1.000	30.000000
858.000	1.000	30.000000
859.000	1.000	30.000000
860.000	1.000	30.000000
861.000	1.000	30.000000
862.000	1.000	30.000000
863.000	1.000	30.000000
864.000	1.000	30.000000
865.000	1.000	30.000000
866.000	1.000	30.000000
867.000	1.000	30.000000
868.000	1.000	30.000000
869.000	1.000	30.000000
870.000	1.000	30.000000
871.000	1.000	30.000000
872.000	1.000	30.000000
873.000	1.000	30.000000
874.000	1.000	30.000000
875.000	1.000	30.000000
876.000	1.000	30.000000
877.000	1.000	30.000000
878.000	1.000	30.000000
879.000	1.000	30.000000
880.000	1.000	30.000000
881.000	1.000	30.000000
882.000	1.000	30.000000
883.000	1.000	30.000000
884.000	1.000	30.000000
885.000	1.000	30.000000
886.000	1.000	30.000000
887.000	1.000	30.000000
888.000	1.000	30.000000
889.000	1.000	30.000000
890.000	1.000	30.000000
891.000	1.000	30.000000
892.000	1.000	30.000000
893.000	1.000	30.000000
894.000	1.000	30.000000
895.000	1.000	30.000000
896.000	1.000	30.000000
897.000	1.000	30.000000
898.000	1.000	30.000000
899.000	1.000	30.000000
900.000	1.000	30.000000
901.000	1.000	30.000000
902.000	1.000	30.000000
903.000	1.000	30.000000
904.000	1.000	30.000000
905.000	1.000	30.000000
906.000	1.000	30.000000
907.000	1.000	30.000000
908.000	1.000	30.000000
909.000	1.000	30.000000
910.000	1.000	30.000000
911.000	1.000	30.000000
912.000	1.000	30.000000
913.000	1.000	30.000000
914.000	1.000	30.000000
915.000	1.000	30.000000
916.000	1.000	30.000000
917.000	1.000	30.000000
918.000	1.000	30.000000
919.000	1.000	30.000000
920.000	1.000	30.000000
921.000	1.000	30.000000
922.000	1.000	30.000000
923.000	1.000	30.000000
924.000	1.000	30.000000
925.000	1.000	30.000000
926.000	1.000	30.000000
927.000	1.000	30.000000
928.000	1.000	30.000000
929.000	1.000	30.000000
930.000	1.000	30.000000
931.000	1.000	30.000000
932.000	1.000	30.000000
933.000	1.000	30.000000
934.000	1.000	30.000000
935.000	1.000	30.000000
936.000	1.000	30.000000
937.000	1.000	30.000000
938.000	1.000	30.000000
939.000	1.000	30.000000
940.000	1.000	30.000000
941.000	1.000	30.000000
942.000	1.000	30.000000
943.000	1.000	30.000000
944.000	1.000	30.000000
945.000	1.000	30.000000
946.000	1.000	30.000000
947.000	1.000	30.000000
948.000	1.000	30.000000
949.000	1.000	30.000000
950.000	1.000	30.000000
951.000	1.000	30.000000
952.000	1.000	30.000000
953.000	1.000	30.000000
954.000	1.000	30.000000
955.000	1.000	30.000000
956.000	1.000	30.000000
957.000	1.000	30.000000
958.000	1.000	30.000000
959.000	1.000	30.000000
960.000	1.000	30.000000
961.000	1.000	30.000000
962.000	1.000	30.000000
963.000	1.000	30.000000
964.000	1.000	30.000000
965.000	1.000	30.000000
966.000	1.000	30.000000
967.000	1.000	30.000000
968.000	1.000	30.000000
969.000	1.000	30.000000
970.000	1.000	30.000000
971.000	1.000	30.000000
972.000	1.000	30.000000
973.000	1.000	30.000000
974.000	1.000	30.000000
975.000	1.000	30.000000
976.000	1.000	30.000000
977.000	1.000	30.000000
978.000	1.000	30.000000
979.000	1.000	30.000000
980.000	1.000	30.000000
981.000	1.000	30.000000
982.000	1.000	30.000000
983.000	1.000	30.000000
984.000	1.000	30.000000
985.000	1.000	30.000000
986.000	1.000	30.000000
987.000	1.000	30.000000
988.000	1.000	30.000000
989.000	1.000	30.000000
990.000	1.000	30.000000
991.000	1.000	30.000000
992.000	1.000	30.000000
993.000	1.000	30.000000
994.000	1.000	30.000000
995.000	1.000	30.000000
996.000	1.000	30.000000
997.000	1.000	30.000000
998.000	1.000	30.000000
999.000	1.000	30.000000
1000.000	1.000	30.000000
1001.000	1.000	30.000000
1002.000	1.000	30.000000
1003.000	1.000	30.000000
1004.000	1.000	30.000000
1005.000	1.000	30.000000
1006.000	1.000	30.000000
1007.000	1.000	30.000000
1008.000	1.000	30.000000
1009.000	1.000	30.000000
1010.000	1.000	30.000000
1011.000	1.000	30.000000
1012.000	1.000	30.000000
1013.000	1.000	30.000000
1014.000	1.000	30.000000
1015.000	1.000	30.000000
1016.000	1.000	30.000000
1017.000	1.000	30.000000
1018.000	1.000	30.000000
1019.000	1.000	30.000000
1020.000	1.000	30.000000
1021.000	1.000	30.000000
1022.000	1.000	30.000000
1023.000	1.000	30.000000
1024.000	1.000	30.000000
1025.000	1.000	30.000000
1026.000	1.000	30.000000
1027.000	1.000	30.000000
1028.000	1.000	30.000000
1029.000	1.000	30.000000
1030.000	1.000	30.000000
1031.000	1.000	30.000000
1032.000	1.000	30.000000
1033.000	1.000	30.000000
1034.000	1.000	30.000000
1035.000	1.000	30.000000
1036.000	1.000	30.000000
1037.000	1.000	30.000000
1038.000	1.000	30.000000
1039.000	1.000	30.000000
1040.000	1.000	30.000000
1041.000	1.000	30.000000
1042.000	1.000	30.000000
1043.000	1.000	30.000000
1044.000	1.000	30.000000
1045.000	1.000	30.000000
1046.000	1.000	30.000000
1047.000	1.000	30.000000
1048.000	1.000	30.000000
1049.000	1.000	30.000000
1050.000	1.000	30.000000
1051.000	1.000	30.000000
1052.000	1.000	30.000000
1053.000	1.000	30.000000
1054.000	1.000	30.000000
1055.000	1.000	30.000000
1056.000	1.000	30.000000
1057.000	1.000	30.000000
1058.000	1.000	30.000000
1059.000	1.000	30.000000
1060.000	1.000	30.000000
1061.000	1.000	30.000000
1062.000	1.000	30.000000
1063.000	1.000	30.000000
1064.000	1.000	30.000000
1065.000	1.000	30.000000
1066.000	1.000	30.000000
